区画,クレート,ファイル,行,識別子,記号の種類,落ちた条件,なぜ読めないか,改名の素案,報告ファイル
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/sky_pipeline/assemble.rs,18,組み立てる,なし,条件5,呼び出し側は assemble::組み立てる(...)(crates/blitz_render/src/vulkan/pipeline/sky_pipeline/create.rs:30)。同上の欠落,空パイプラインの固定機能を組み立てる,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/graphics_pipeline/vertex_input.rs,7,記述する(pub(super) fn 記述する() -> (...)),英単語または略号,条件3(5W1Hの必要格),引数を持たない裸の関数で、何を記述するか(頂点入力のバインド記述と属性記述)が名前に無い。呼び出し側 vertex_input::記述する()(同ファイル56行目)のvertex_inputはASCIIで補完力ゼロ,頂点入力を記述する,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/graphics_pipeline/vertex_input.rs,44,布用記述する(pub(super) fn 布用記述する() -> (...)),英単語または略号,条件3・日本語命名の質(助詞を省いた膠着圧縮の禁止),(a)「布用」と「記述する」の間の助詞(に)が無く、同ファイル pipeline/mod.rs:43 の 布用に生成する と表記が食い違う。(b)何を記述するかの対象語(頂点入力)も無い,布用に頂点入力を記述する,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/shadow_pipeline/vertex_input.rs,9,記述する(pub(in crate::vulkan::pipeline) fn 記述する() -> (...)),英単語または略号,条件3,上記7と同型。位置(location0)だけの頂点入力記述だが、対象語が名前に無い,位置だけの頂点入力を記述する,命名_区画108_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/pipeline_ledger/entry_table.rs,52,引く(パイプライン記載表::引く),なし,条7(直訳の検出),_doc/計画/ユビキタス言語.mdには登録が無いが、CLAUDE.mdが明記する「オーナー確定の訳語: lookup/sampleの『引く』→『参照する』」に該当する語そのもの。英語のlookupを知らないと「何を引く道具なのか」が復元できず、辞書や紐を引く意味と誤読しうる。呼び出し側(table_tests/build_tests.rs・table_tests/reload_tests.rsなど)にも同じ名前が伝播している,キーから実体を参照する,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/point_light_shadow_map/create.rs,45,続きを生成する,なし,条1(受理テスト)・条3(5W1Hの必要格),「続き」が何の続きかを名前が答えられない。単独で読むと「(何かの)後に続くものを作る処理です」としか言えず、実体(ビュー群とサンプラーを作ってハンドルを集める工程)を復元できない。呼び出し元の生成すると役割が紛らわしい,ビュー群とサンプラーを生成して集める,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/pipeline_ledger/device_supplier/family_dispatch.rs,16,生成する(family_dispatch::生成する),英単語または略号,条5(裸の動詞の禁止),family_dispatchはASCIIモジュールであり、この位置の自由関数は名前単独で答える必要があるが、生成するは目的語を持たない。CLAUDE.mdが挙げる不合格の典型例「create::生成する」と同型(モジュール名がASCIIで、関連関数でもなく供給元を第1引数で受け取る自由関数であるため型名による目的語の補完も働かない),族とキーからパイプラインを生成する,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/post_process/create.rs,47,束を生成する,なし,条1(受理テスト)・条3(5W1Hの必要格),「束」が何の束か名前だけでは分からない(実体は光のにじみ一式・明るさの圧縮一式・自動露出一式の3つ)。オーナー実例「連立」と同型の、動作対象を省いた名詞1語の圧縮,光のにじみと明るさの圧縮と自動露出の一式を生成する,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/post_process/inputs.rs,22-34,前処理pipeline・前処理layout・縮小pipeline・縮小layout・拡大pipeline・拡大layout・前処理set・縮小set一覧・拡大set一覧・pipeline・layout(光のにじみ描画入力・明るさの圧縮描画入力の構造体リテラルのキー),英単語または略号,条2(ASCII識別子は補完力ゼロ・英字混入の禁止),日本語の語幹に生の英単語pipeline・layout・setをそのまま貼り付けている。プロジェクトは同じ概念をパイプライン・レイアウト・セットという訳語で持っており(同ファイルのディスクリプタセット等)、この3語だけ英語のまま残っているのは一貫性を欠く。定義側の構造体はこのブロック外(crate::vulkan::frame)にあるが、この行がその識別子を書き下ろしている,前処理パイプライン・前処理レイアウト・縮小パイプライン・縮小レイアウト・拡大パイプライン・拡大レイアウト・前処理セット・縮小セット一覧・拡大セット一覧・パイプライン・レイアウト,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/scene_draw_constants/mod.rs,49,"仮引数layout(プッシュ定数として積む(self, 積み先, layout: vk::PipelineLayout))",英単語または略号,条2(ASCII識別子の禁止),同じファイルのlayouts.rsは同じ概念をレイアウトと書いており、ここだけ生の英単語のままである,レイアウト: vk::PipelineLayout,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/present_timing/support.rs,37,"含むか(fn 含むか(一覧: &[...], 名前: &CStr) -> bool)",英単語または略号,条1(受理テスト)・条3(5W1Hの必要格),supportはASCIIモジュールで自由関数は名前単独で答える必要があるが、「含むか」だけでは主語(何が)と目的語(何を)の両方が抜けている。呼び出し元の一覧.iter().all(,"名前 含むか(&一覧, 名前))を読んで初めて意味が確定する 一覧に名前が含まれるか",命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/present_timing/wait.rs,76,"判定する(fn 判定する(結果: ash::prelude::VkResult<()>) -> Result<待機判定, ...>)",英単語または略号,条5(裸の動詞に準じる。CLAUDE.mdの「生成する・作成する・実行する等」の「等」に該当する汎用動詞の単独使用),wait.rsはASCIIモジュールで自由関数は名前単独で答える必要があるが、「判定する」だけでは何を何に判定するのかが分からない,提示結果を待機判定へ判定する,命名_区画109_2026-09-12.md
109,blitz_render,crates/blitz_render/src/vulkan/readback/read/host_bytes.rs,15,"読む(pub(super) fn 読む(device, バッファ, 寸法, 対象) -> Result<Vec<u8>, ...>)",英字1文字・英単語または略号・数字,条1(受理テスト)・条3(5W1Hの必要格),host_bytesはASCIIモジュールで、呼び出し側もhost_bytes::読む(...)とASCII名前空間越しに呼ぶため補完が働かない。「読む」単独では読む対象(読み戻しバッファから対象ぶんのバイト列)が分からない,対象のバイト列を読み取る,命名_区画109_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/shadow_map/create.rs,16,"生成する(モジュールcreate直下の自由関数。呼び出し側はcreate::生成する(確保係, 一辺))",英単語または略号,条件5,ASCIIモジュール名createは補完力ゼロであり、生成する単独では「これは何?」に答えられない(何を生成するか名前に無い)。受理条件が挙げる不合格実例create::生成すると同型,シャドウマップの一式を確保する,命名_区画110_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/sky_stage/create.rs,12,"生成する(モジュールcreate直下の自由関数。呼び出し側はcreate::生成する(確保係, 要求))",英単語または略号,条件5,同上。ASCIIモジュール直下の裸の生成する,空段階資源を確保する,命名_区画110_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/swapchain/create.rs,10,生成する(モジュールcreate直下の自由関数。呼び出し側はcreate::生成する(...)),英単語または略号,条件5,同上,スワップチェーンを確保する,命名_区画110_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/temporal_reconstruction/images/create.rs,11,"生成する(モジュールcreate直下の自由関数。呼び出し側はcreate::生成する(確保係, 形式, 寸法))",英単語または略号,条件5,同上,時間再構成の画像を確保する,命名_区画110_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/skinning/descriptor.rs,52,"生成する(モジュールdescriptor直下の自由関数。呼び出し側はdescriptor::生成する(device, &バッファ))",英単語または略号,条件5,ASCIIモジュール直下の裸の生成する。何のディスクリプタを作るのか名前に無い,スキニングディスクリプタを確保する,命名_区画110_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/skinning/buffers.rs,22,レスト頂点buffer / 属性buffer / 行列buffer,英単語または略号,日本語命名の質(助詞を省いた膠着圧縮の禁止、英語直訳調の混在),日本語の名詞へ英単語bufferを助詞無しで直接連結しており、「単語らしく見せるための膠着圧縮」に当たる。レスト頂点のバッファのように自然な句にすべき箇所を英語のまま貼り付けている,レスト頂点のバッファ・属性のバッファ・行列のバッファ,命名_区画110_2026-09-12.md
110,blitz_render,crates/blitz_render/src/vulkan/skinning/pipeline.rs,20-21,ディスクリプタlayout(引数名)・コンピュートspirv(引数名)・ディスクリプタlayout一覧(ローカル変数),英単語または略号,日本語命名の質(助詞を省いた膠着圧縮の禁止),日本語の名詞にASCII単語layout・spirvを助詞無しで直接連結しており、1つの識別子の中で言語が跳躍する。読み手は「ディスクリプタの何か」としか読めず、layoutだと英語を知らないと分からない,ディスクリプタのレイアウト・コンピュートのSPIR-Vコード・ディスクリプタのレイアウト一覧,命名_区画110_2026-09-12.md
